"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","시도구도구분"
"415","개봉로3길","일반도로","국지도로","소로3류","폭6-8m","구도"
"416","개봉로5길","일반도로","국지도로","소로","6m미만","구도"
"417","개봉로6길","일반도로","국지도로","소로","6m미만","구도"
"418","개봉선","일반도로","보조간선도로","대로3류","폭25-30m","특별시도"
"419","개운사1길","일반도로","국지도로","소로","6m미만","구도"
"420","개운사2길","일반도로","국지도로","소로","6m미만","구도"
"421","개운사길","일반도로","국지도로","소로","6m미만","구도"
"422","개포로","일반도로","국지도로","중로2류","폭15-20m","구도"
"423","개포로109길","일반도로","국지도로","소로2류","폭8-10m","구도"
"424","개포로110길","일반도로","국지도로","소로2류","폭8-10m","구도"
"425","개포로116길","일반도로","국지도로","소로2류","폭8-10m","구도"
"426","개포로118길","일반도로","국지도로","소로3류","폭6-8m","구도"
"427","개포로120길","일반도로","국지도로","소로2류","폭8-10m","구도"
"428","개포로124길","일반도로","국지도로","중로2류","폭15-20m","구도"
"429","개포로128길","일반도로","국지도로","소로2류","폭8-10m","구도"
"430","개포로130길","일반도로","국지도로","소로3류","폭6-8m","구도"
"431","개포로136길","일반도로","국지도로","소로3류","폭6-8m","구도"
"432","개포로138길","일반도로","국지도로","소로3류","폭6-8m","구도"
"433","개포로140길","일반도로","국지도로","소로2류","폭8-10m","구도"
"434","개포로15길","일반도로","국지도로","소로3류","폭6-8m","구도"
"435","개포로17길","일반도로","국지도로","소로3류","폭6-8m","구도"
"436","개포로20길","일반도로","국지도로","소로3류","폭6-8m","구도"
"437","개포로21길","일반도로","국지도로","소로3류","폭6-8m","구도"
"438","개포로22길","일반도로","국지도로","소로2류","폭8-10m","구도"
"439","개포로24길","일반도로","국지도로","소로2류","폭8-10m","구도"
"440","개포로25길","일반도로","국지도로","소로2류","폭8-10m","구도"
"441","개포로26길","일반도로","국지도로","소로3류","폭6-8m","구도"
"442","개포로28길","일반도로","국지도로","소로2류","폭8-10m","구도"
"443","개포로30길","일반도로","국지도로","소로3류","폭6-8m","구도"
"444","개포로31길","일반도로","국지도로","소로3류","폭6-8m","구도"
"445","개포로32길","일반도로","국지도로","소로3류","폭6-8m","구도"
"446","개포로34길","일반도로","국지도로","소로3류","폭6-8m","구도"
"447","개포로35길","일반도로","국지도로","소로3류","폭6-8m","구도"
"448","개포로36길","일반도로","국지도로","소로","6m미만","구도"
"449","개포로38길","일반도로","국지도로","소로3류","폭6-8m","구도"
"450","개포로53길","일반도로","국지도로","소로2류","폭8-10m","구도"
"451","개포로82길","일반도로","국지도로","소로3류","폭6-8m","구도"
"452","개포로88길","일반도로","국지도로","중로2류","폭15-20m","구도"
"453","개화10가길","일반도로","국지도로","소로","6m미만","구도"
"454","개화10길","일반도로","국지도로","소로","6m미만","구도"
"455","개화12길","일반도로","국지도로","소로","6m미만","구도"
"456","개화2길","일반도로","국지도로","소로","6m미만","구도"
"457","개화3길","일반도로","국지도로","소로","6m미만","구도"
"458","개화4길","일반도로","국지도로","소로","6m미만","구도"
"459","개화6길","일반도로","국지도로","소로3류","폭6-8m","구도"
"460","개화길","일반도로","국지도로","소로3류","폭6-8m","구도"
"461","개화동로","일반도로","국지도로","소로2류","폭8-10m","구도"
"462","개화동로11길","일반도로","국지도로","소로","6m미만","구도"
"463","개화동로13길","일반도로","국지도로","소로2류","폭8-10m","구도"
"464","개화동로15길","일반도로","국지도로","소로2류","폭8-10m","구도"
"465","개화동로17길","일반도로","국지도로","소로","6m미만","구도"
"466","개화동로19길","일반도로","국지도로","소로","6m미만","구도"
"467","개화동로2길","일반도로","국지도로","소로","6m미만","구도"
"468","개화동로20길","일반도로","국지도로","소로2류","폭8-10m","구도"
"469","개화동로21길","일반도로","국지도로","소로1류","폭10-12m","구도"
"470","개화동로23길","일반도로","국지도로","소로","6m미만","구도"
"471","개화동로25길","일반도로","국지도로","소로","6m미만","구도"
"472","개화동로27가길","일반도로","국지도로","소로2류","폭8-10m","구도"
"473","개화동로27길","일반도로","국지도로","소로","6m미만","구도"
"474","개화동로27나길","일반도로","국지도로","소로","6m미만","구도"
"475","개화동로29길","일반도로","국지도로","소로","6m미만","구도"
"476","개화동로31길","일반도로","국지도로","소로","6m미만","구도"
"477","개화동로4길","일반도로","국지도로","소로","6m미만","구도"
"478","개화동로5길","일반도로","국지도로","소로","6m미만","구도"
"479","개화동로7길","일반도로","국지도로","소로2류","폭8-10m","구도"
"480","개화동로8길","일반도로","국지도로","소로3류","폭6-8m","구도"
"481","개화동로9길","일반도로","국지도로","소로3류","폭6-8m","구도"
"482","거마로","일반도로","국지도로","중로2류","폭15-20m","구도"
"483","거마로10길","일반도로","국지도로","소로","6m미만","구도"
"484","거마로13길","일반도로","국지도로","소로","6m미만","구도"
"485","거마로15길","일반도로","국지도로","소로","6m미만","구도"
"486","거마로17길","일반도로","국지도로","소로","6m미만","구도"
"487","거마로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"488","거마로20길","일반도로","국지도로","소로","6m미만","구도"
"489","거마로22길","일반도로","국지도로","소로","6m미만","구도"
"490","거마로24길","일반도로","국지도로","소로","6m미만","구도"
"491","거마로27길","일반도로","국지도로","소로2류","폭8-10m","구도"
"492","거마로3길","일반도로","국지도로","소로2류","폭8-10m","구도"
"493","거마로5길","일반도로","국지도로","소로3류","폭6-8m","구도"
"494","거마로7길","일반도로","국지도로","소로","6m미만","구도"
"495","거마로8길","일반도로","국지도로","소로3류","폭6-8m","구도"
"496","거마로9길","일반도로","국지도로","소로3류","폭6-8m","구도"
"497","거북골로","일반도로","국지도로","소로2류","폭8-10m","구도"
"498","거북골로14가길","일반도로","국지도로","소로","6m미만","구도"
"499","거북골로14길","일반도로","국지도로","소로","6m미만","구도"
"500","거북골로14나길","일반도로","국지도로","소로","6m미만","구도"
"501","거북골로14다길","일반도로","국지도로","소로","6m미만","구도"
"502","거북골로14라길","일반도로","국지도로","소로","6m미만","구도"
"503","거북골로16길","일반도로","국지도로","소로","6m미만","구도"
"504","거북골로18가길","일반도로","국지도로","소로","6m미만","구도"
"505","거북골로18길","일반도로","국지도로","소로","6m미만","구도"
"506","거북골로18나길","일반도로","국지도로","소로","6m미만","구도"
"507","거북골로18다길","일반도로","국지도로","소로","6m미만","구도"
"508","거북골로19길","일반도로","국지도로","소로","6m미만","구도"
"509","거북골로20길","일반도로","국지도로","소로","6m미만","구도"
"510","거북골로21길","일반도로","국지도로","소로","6m미만","구도"
"511","거북골로22길","일반도로","국지도로","소로","6m미만","구도"
"512","거북골로23길","일반도로","국지도로","소로","6m미만","구도"
"513","거북골로24길","일반도로","국지도로","소로","6m미만","구도"
"514","겸재로","일반도로","국지도로","소로1류","폭10-12m","구도"
"515","겸재로10가길","일반도로","국지도로","소로","6m미만","구도"
"516","겸재로10길","일반도로","국지도로","소로3류","폭6-8m","구도"
"517","겸재로13길","일반도로","국지도로","소로","6m미만","구도"
"518","겸재로15길","일반도로","국지도로","소로","6m미만","구도"
"519","겸재로18길","일반도로","국지도로","소로","6m미만","구도"
"520","겸재로2길","일반도로","국지도로","소로3류","폭6-8m","구도"
"521","겸재로22길","일반도로","국지도로","소로","6m미만","구도"
"522","겸재로23가길","일반도로","국지도로","소로","6m미만","구도"
"523","겸재로23길","일반도로","국지도로","소로","6m미만","구도"
"524","겸재로24길","일반도로","국지도로","소로","6m미만","구도"
"525","겸재로26길","일반도로","국지도로","소로","6m미만","구도"
"526","겸재로27가길","일반도로","국지도로","소로","6m미만","구도"
